schema,table,column,inferred_dtype
forestry_and_land_use,wetland_fires_emissions_sources,temporal_granularity,string
agriculture,enteric_fermentation_cattle_feedlot_country_emissions,subsector,string
agriculture,rice_cultivation_emissions_sources,start_time,string
agriculture,synthetic_fertilizer_application_emissions_sources,start_time,string
power,electricity_generation_emissions_sources,other7_def,empty
forestry_and_land_use,removals_emissions_sources,created_date,string
forestry_and_land_use,wetland_fires_emissions_sources,source_type,empty
forestry_and_land_use,shrubgrass_fires_country_emissions,created_date,string
mineral_extraction,copper_mining_emissions_sources_confidence,source_name,string
manufacturing,steel_emissions_sources,iso3_country,string
transportation,domestic_aviation_emissions_sources_confidence,total_co2e_100yrgwp,string
forestry_and_land_use,forest_land_degradation_emissions_sources,sector,string
fluorinated_gases,fluorinated_gases_country_emissions,created_date,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,n2o_emissions_factor,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,source_type,string
agriculture,cropland_fires_emissions_sources_confidence,source_type,empty
forestry_and_land_use,net_forest_land_emissions_sources_confidence,co2_emissions_factor,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,lat,string
manufacturing,other_manufacturing_emissions_sources,created_date,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other1,string
fossil_fuel_operations,coal_mining_emissions_sources,end_time,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other7,empty
transportation,road_transportation_emissions_sources_confidence,subsector,string
forestry_and_land_use,water_reservoirs_emissions_sources,other6,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other3_def,string
agriculture,rice_cultivation_emissions_sources,other7_def,empty
fossil_fuel_operations,solid_fuel_transformation_country_emissions,temporal_granularity,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,source_name,string
agriculture,synthetic_fertilizer_application_emissions_sources,other7_def,empty
power,electricity_generation_emissions_sources,start_time,string
transportation,other_transport_country_emissions,sector,string
transportation,domestic_aviation_emissions_sources_confidence,co2_emissions,string
mineral_extraction,iron_mining_emissions_sources_ownership,company_name,string
power,other_energy_use_country_emissions,created_date,string
power,electricity_generation_emissions_sources_confidence,ch4_emissions_factor,empty
agriculture,rice_cultivation_emissions_sources_confidence,activity,string
transportation,road_transportation_emissions_sources,lat,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,temporal_granularity,string
fossil_fuel_operations,coal_mining_emissions_sources,other5,empty
power,electricity_generation_country_emissions,subsector,string
forestry_and_land_use,removals_country_emissions,subsector,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,modified_date,empty
forestry_and_land_use,net_forest_land_emissions_sources,source_type,empty
transportation,international_shipping_emissions_sources,other8_def,empty
mineral_extraction,bauxite_mining_emissions_sources,lon,string
manufacturing,cement_country_emissions,created_date,string
forestry_and_land_use,net_shrubgrass_country_emissions,modified_date,empty
forestry_and_land_use,forest_land_fires_emissions_sources,other1_def,string
forestry_and_land_use,forest_land_degradation_emissions_sources,gas,string
forestry_and_land_use,forest_land_fires_emissions_sources,other8,empty
fossil_fuel_operations,coal_mining_emissions_sources_ownership,lat,string
mineral_extraction,copper_mining_emissions_sources_confidence,ch4_emissions_factor,empty
waste,incineration_and_open_burning_of_waste_country_emissions,temporal_granularity,empty
transportation,domestic_aviation_emissions_sources_ownership,ultimate_parent_name,string
transportation,international_shipping_emissions_sources,other2,empty
forestry_and_land_use,water_reservoirs_country_emissions,emissions_quantity,string
transportation,domestic_shipping_emissions_sources_confidence,ch4_emissions,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other10,empty
forestry_and_land_use,net_wetland_emissions_sources,other1,string
manufacturing,other_manufacturing_emissions_sources_confidence,end_time,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,modified_date,string
forestry_and_land_use,net_forest_land_emissions_sources,temporal_granularity,string
agriculture,cropland_fires_emissions_sources,other1_def,string
power,electricity_generation_emissions_sources,other4,empty
power,electricity_generation_emissions_sources_ownership,geometry_ref,string
mineral_extraction,rock_quarrying_country_emissions,modified_date,empty
mineral_extraction,iron_mining_emissions_sources_ownership,source_name,string
agriculture,rice_cultivation_emissions_sources,other4,empty
transportation,domestic_aviation_emissions_sources,iso3_country,string
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,capacity,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,emissions_quantity,string
agriculture,manure_management_cattle_feedlot_emissions_sources,capacity,string
forestry_and_land_use,net_wetland_emissions_sources_confidence,modified_date,empty
fossil_fuel_operations,coal_mining_emissions_sources_confidence,n2o_emissions_factor,empty
manufacturing,other_manufacturing_emissions_sources,other7_def,empty
fossil_fuel_operations,coal_mining_emissions_sources,modified_date,string
agriculture,rice_cultivation_country_emissions,iso3_country,string
manufacturing,cement_emissions_sources_confidence,sector,string
forestry_and_land_use,forest_land_fires_country_emissions,modified_date,empty
power,electricity_generation_emissions_sources_confidence,source_name,string
manufacturing,aluminum_country_emissions,sector,string
manufacturing,aluminum_emissions_sources_confidence,n2o_emissions_factor,string
buildings,residential_and_commercial_onsite_fuel_usage_country_emissions,created_date,string
forestry_and_land_use,removals_emissions_sources,activity_units,empty
mineral_extraction,bauxite_mining_emissions_sources,other6_def,empty
transportation,domestic_aviation_emissions_sources_confidence,n2o_emissions,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,ch4_emissions,string
manufacturing,aluminum_emissions_sources_confidence,iso3_country,string
waste,solid_waste_disposal_emissions_sources,other2,empty
manufacturing,cement_emissions_sources,other3,string
transportation,road_transportation_emissions_sources_confidence,co2_emissions_factor,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other5_def,empty
agriculture,synthetic_fertilizer_application_country_emissions,sector,string
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,total_co2e_20yrgwp,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,source_id,string
fossil_fuel_operations,coal_mining_emissions_sources_confidence,iso3_country,string
forestry_and_land_use,net_forest_land_emissions_sources_confidence,subsector,string
transportation,international_aviation_emissions_sources_confidence,sector,string
agriculture,synthetic_fertilizer_application_emissions_sources,other4,empty
transportation,domestic_shipping_emissions_sources,other3,empty
forestry_and_land_use,removals_emissions_sources_confidence,end_time,string
waste,incineration_and_open_burning_of_waste_country_emissions,iso3_country,string
manufacturing,cement_emissions_sources,emissions_factor,string
forestry_and_land_use,forest_land_fires_emissions_sources,other7_def,empty
mineral_extraction,iron_mining_emissions_sources,source_name,string
transportation,road_transportation_emissions_sources_confidence,modified_date,string
mineral_extraction,copper_mining_emissions_sources_ownership,source_name,string
transportation,international_shipping_emissions_sources,other8,empty
transportation,international_aviation_emissions_sources,emissions_quantity,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other6,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other3,string
transportation,international_aviation_emissions_sources_ownership,geometry_ref,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,modified_date,string
manufacturing,chemicals_country_emissions,sector,string
mineral_extraction,copper_mining_emissions_sources,other2_def,empty
waste,biological_treatment_of_solid_waste_and_biogenic_country_emissi,gas,string
forestry_and_land_use,net_wetland_emissions_sources_confidence,co2_emissions_factor,empty
mineral_extraction,iron_mining_emissions_sources,other7,empty
forestry_and_land_use,net_forest_land_emissions_sources,iso3_country,string
agriculture,rice_cultivation_country_emissions,temporal_granularity,string
transportation,international_aviation_emissions_sources_confidence,iso3_country,string
fossil_fuel_operations,coal_mining_emissions_sources_confidence,sector,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other1,string
forestry_and_land_use,forest_land_fires_emissions_sources,start_time,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,co2_emissions_factor,string
transportation,domestic_aviation_emissions_sources,temporal_granularity,string
transportation,international_aviation_emissions_sources,other10,empty
manufacturing,cement_emissions_sources_confidence,n2o_emissions_factor,string
manufacturing,aluminum_emissions_sources_confidence,sector,string
transportation,international_shipping_emissions_sources,start_time,string
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,source_id,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,capacity,string
manufacturing,cement_emissions_sources_confidence,iso3_country,string
